year	category	nominee	win	performance	nominee_id
2023	Best Revival of a Play	Syrinda Paige/Kevin Ryan & Diane Scott Carter	Nominee	The Piano Lesson	syrinda-paigekevin-ryan-diane-scott-carter-535526
2023	Best Revival of a Play	Silva Theatrical Group/Tilted	Nominee	The Piano Lesson	silva-theatrical-group-tilted-535529
2023	Best Revival of a Play	Thomas Swayne/Cynthia J. Tong	Nominee	The Piano Lesson	thomas-swaynecynthia-j-tong-535530
2023	Best Revival of a Play	Seaview	Nominee	The Sign in Sidney Brustein's Window	seaview-533044
2023	Best Revival of a Play	Sue Wagner	Nominee	The Sign in Sidney Brustein's Window	sue-wagner-497837
2023	Best Revival of a Play	John Johnson	Nominee	The Sign in Sidney Brustein's Window	john-johnson-408739
2023	Best Revival of a Play	Phil Kenny	Nominee	The Sign in Sidney Brustein's Window	phil-kenny-500825
2023	Best Revival of a Play	Audible	Nominee	The Sign in Sidney Brustein's Window	audible-516620
2023	Best Revival of a Play	Sony Music Masterworks	Nominee	The Sign in Sidney Brustein's Window	sony-music-masterworks-515040
2023	Best Revival of a Play	Jillian Robbins	Nominee	The Sign in Sidney Brustein's Window	jillian-robbins-515179
2023	Best Revival of a Play	Jeremy O. Harris	Nominee	The Sign in Sidney Brustein's Window	jeremy-o-harris-523149
2023	Best Revival of a Play	Larry Hirschhorn and Ricardo Hornos	Nominee	The Sign in Sidney Brustein's Window	larry-hirschhorn-and-ricardo-hornos-537140
2023	Best Revival of a Play	Shields Smedes Stern Ltd.	Nominee	The Sign in Sidney Brustein's Window	shields-smedes-stern-ltd-537141
2023	Best Revival of a Play	Kevin Ryan	Nominee	The Sign in Sidney Brustein's Window	kevin-ryan-535522
2023	Best Revival of a Play	The Shubert Organization (Robert E. Wankel: Chairman and CEO; Elliot Greene: Chief Operating Officer; Charles Flateman: Executive Vice President)	Nominee	The Sign in Sidney Brustein's Window	the-shubert-organization-robert-e-wankel-chairman-and-ceo-elliot-greene-chief-operating-officer-charles-flateman-executive-vice-president-533402
2023	Best Revival of a Play	Willette and Manny Klausner	Nominee	The Sign in Sidney Brustein's Window	willette-and-manny-klausner-537136
2023	Best Revival of a Play	Marco Santarelli	Nominee	The Sign in Sidney Brustein's Window	marco-santarelli-535961
2023	Best Revival of a Play	Be Forward Productions	Nominee	The Sign in Sidney Brustein's Window	be-forward-productions-532640
2023	Best Revival of a Play	Concord Theatricals	Nominee	The Sign in Sidney Brustein's Window	concord-theatricals-521964
2023	Best Revival of a Play	Creative Partners Productions	Nominee	The Sign in Sidney Brustein's Window	creative-partners-productions-534461
2023	Best Revival of a Play	Invisible Wall Productions	Nominee	The Sign in Sidney Brustein's Window	invisible-wall-productions-502790
2023	Best Revival of a Play	Salman and Moudhy Al-Rashid	Nominee	The Sign in Sidney Brustein's Window	salman-and-moudhy-al-rashid-537142
2023	Best Revival of a Play	TodayTix Group	Nominee	The Sign in Sidney Brustein's Window	todaytix-group-535804
2023	Best Revival of a Play	Ido Gal	Nominee	The Sign in Sidney Brustein's Window	ido-gal-537137
2023	Best Revival of a Play	HarrisDonnelly	Nominee	The Sign in Sidney Brustein's Window	harrisdonnelly-537143
2023	Best Revival of a Play	Sally Cade Holmes	Nominee	The Sign in Sidney Brustein's Window	sally-cade-holmes-514153
2023	Best Revival of a Play	Stella LaRue	Nominee	The Sign in Sidney Brustein's Window	stella-larue-537139
2023	Best Revival of a Play	LAMF Protozoa	Nominee	The Sign in Sidney Brustein's Window	lamf-protozoa-537144
2023	Best Revival of a Play	Kati Meister and John Sorkin	Nominee	The Sign in Sidney Brustein's Window	kati-meister-and-john-sorkin-537145
2023	Best Revival of a Play	Meredith Lynsey Schade	Nominee	The Sign in Sidney Brustein's Window	meredith-lynsey-schade-494700
2023	Best Revival of a Play	Catherine Schreiber	Nominee	The Sign in Sidney Brustein's Window	catherine-schreiber-486900
2023	Best Revival of a Play	Dennis Trunfio	Nominee	The Sign in Sidney Brustein's Window	dennis-trunfio-537138
2023	Best Revival of a Play	MCM Studios	Nominee	The Sign in Sidney Brustein's Window	mcm-studios-537163
2023	Best Revival of a Play	42nd.club	Nominee	The Sign in Sidney Brustein's Window	42ndclub-500827
2023	Best Revival of a Play	BAMM Productions	Nominee	The Sign in Sidney Brustein's Window	bamm-productions-537146
2023	Best Revival of a Play	CarterMackTaylorWillman	Nominee	The Sign in Sidney Brustein's Window	cartermacktaylorwillman-537147
2023	Best Revival of a Play	HB2M Productions	Nominee	The Sign in Sidney Brustein's Window	hb2m-productions-537148
2023	Best Revival of a Play	HK-Undivided Productions	Nominee	The Sign in Sidney Brustein's Window	hk-undivided-productions-537149
2023	Best Revival of a Play	MAJIKK Theatricals	Nominee	The Sign in Sidney Brustein's Window	majikk-theatricals-537150
2023	Best Revival of a Play	Tanker Kollev Productions	Nominee	The Sign in Sidney Brustein's Window	tanker-kollev-productions-537151
2023	Best Revival of a Play	Douglas Denoff	Nominee	The Sign in Sidney Brustein's Window	douglas-denoff-477363
2023	Best Revival of a Play	OHenry Productions	Nominee	The Sign in Sidney Brustein's Window	ohenry-productions-516771
2023	Best Revival of a Play	Plate Spinner Productions	Nominee	The Sign in Sidney Brustein's Window	plate-spinner-productions-532401
2023	Best Revival of a Play	Runyonland Productions	Nominee	The Sign in Sidney Brustein's Window	runyonland-productions-534603
2023	Best Revival of a Play	Mad Gene Media	Nominee	The Sign in Sidney Brustein's Window	mad-gene-media-537152
2023	Best Revival of a Play	Scrap Paper Pictures	Nominee	The Sign in Sidney Brustein's Window	scrap-paper-pictures-537153
2023	Best Revival of a Play	Joi Gresham	Nominee	The Sign in Sidney Brustein's Window	joi-gresham-496740
2023	Best Revival of a Play	Brooklyn Academy of Music (Gina Duncan, President; David Binder, Artistic Director; Elizabeth Moreau, Producer)	Nominee	The Sign in Sidney Brustein's Window	brooklyn-academy-of-music-gina-duncan-president-david-binder-artistic-director-elizabeth-moreau-producer-537154
2023	Best Revival of a Musical	Seaview	Winner	Parade	seaview-533044
2023	Best Revival of a Musical	Ambassador Theatre Group Productions	Winner	Parade	ambassador-theatre-group-productions-524642
2023	Best Revival of a Musical	Alex Levy	Winner	Parade	alex-levy-536171
2023	Best Revival of a Musical	Kevin Ryan	Winner	Parade	kevin-ryan-535522
2023	Best Revival of a Musical	Eric & Marsi Gardiner	Winner	Parade	eric-marsi-gardiner-536172
2023	Best Revival of a Musical	Interscope & Immersive Records	Winner	Parade	interscope-immersive-records-536420
2023	Best Revival of a Musical	Erica Lynn Schwartz	Winner	Parade	erica-lynn-schwartz-483547
2023	Best Revival of a Musical	Creative Partners Productions	Winner	Parade	creative-partners-productions-534461
2023	Best Revival of a Musical	Marcia Goldberg	Winner	Parade	marcia-goldberg-70678
2023	Best Revival of a Musical	John Gore Organization	Winner	Parade	john-gore-organization-522391
2023	Best Revival of a Musical	Cynthia Stroum	Winner	Parade	cynthia-stroum-380519
2023	Best Revival of a Musical	Tom Tuft	Winner	Parade	tom-tuft-527200
2023	Best Revival of a Musical	Benjamin Simpson	Winner	Parade	benjamin-simpson-506365
2023	Best Revival of a Musical	Nathan Vernon	Winner	Parade	nathan-vernon-492447
2023	Best Revival of a Musical	Brian & Nick Ginsberg	Winner	Parade	brian-nick-ginsberg-536173
2023	Best Revival of a Musical	Ruth & Stephen Hendel	Winner	Parade	ruth-stephen-hendel-536174
2023	Best Revival of a Musical	Roth-Manella Productions	Winner	Parade	roth-manella-productions-523420
2023	Best Revival of a Musical	Chutzpah Productions	Winner	Parade	chutzpah-productions-536175
2023	Best Revival of a Musical	42nd.club	Winner	Parade	42ndclub-500827
2023	Best Revival of a Musical	Ahava 72 Productions	Winner	Parade	ahava-72-productions-536176
2023	Best Revival of a Musical	The Andryc Brothers	Winner	Parade	the-andryc-brothers-536177
2023	Best Revival of a Musical	The Array	Winner	Parade	the-array-536178
2023	Best Revival of a Musical	At Rise Creative	Winner	Parade	at-rise-creative-536182
2023	Best Revival of a Musical	Caiola Jenen Productions	Winner	Parade	caiola-jenen-productions-536189
2023	Best Revival of a Musical	Coles Achilles	Winner	Parade	coles-achilles-536190
2023	Best Revival of a Musical	deRoy Brunish Productions	Winner	Parade	deroy-brunish-productions-536191
2023	Best Revival of a Musical	Fakston Productions	Winner	Parade	fakston-productions-489757
2023	Best Revival of a Musical	Federman Batchelder	Winner	Parade	federman-batchelder-536192
2023	Best Revival of a Musical	Level Forward	Winner	Parade	level-forward-521741
2023	Best Revival of a Musical	Pencil Factory Productions	Winner	Parade	pencil-factory-productions-536193
2023	Best Revival of a Musical	Renard Lynch	Winner	Parade	renard-lynch-536194
2023	Best Revival of a Musical	Robin Merrie	Winner	Parade	robin-merrie-536195
2023	Best Revival of a Musical	Rubin Stuckelman	Winner	Parade	rubin-stuckelman-536196
2023	Best Revival of a Musical	Runyonland Sussman	Winner	Parade	runyonland-sussman-536198
2023	Best Revival of a Musical	Kristin Caskey	Winner	Parade	kristin-caskey-82098
2023	Best Revival of a Musical	Mike Isaacson	Winner	Parade	mike-isaacson-82095
2023	Best Revival of a Musical	Bee Carrozzini	Winner	Parade	bee-carrozzini-524643
2023	Best Revival of a Musical	New York City Center (Michael S. Rosenberg, President & CEO)	Winner	Parade	new-york-city-center-michael-s-rosenberg-president-ceo-536085
2023	Best Revival of a Musical	Jeffrey Seller	Nominee	Sweeney Todd	jeffrey-seller-22515
2023	Best Revival of a Musical	Bob Boyett	Nominee	Sweeney Todd	bob-boyett-90012
2023	Best Revival of a Musical	Diana DiMenna & Plate Spinner Productions / Aaron Glick	Nominee	Sweeney Todd	diana-dimenna-plate-spinner-productions--aaron-glick-536589
2023	Best Revival of a Musical	Eastern Standard Time	Nominee	Sweeney Todd	eastern-standard-time-536588
2023	Best Revival of a Musical	Roy Furman	Nominee	Sweeney Todd	roy-furman-91627
2023	Best Revival of a Musical	Thomas Kail	Nominee	Sweeney Todd	thomas-kail-459890
2023	Best Revival of a Musical	Jim Kierstead / Benjamin Leon IV	Nominee	Sweeney Todd	jim-kierstead--benjamin-leon-iv-536590
2023	Best Revival of a Musical	TourDForce Theatrical	Nominee	Sweeney Todd	tourdforce-theatrical-536591
2023	Best Revival of a Musical	Maggie Brohn	Nominee	Sweeney Todd	maggie-brohn-459209
2023	Best Revival of a Musical	Andy Jones	Nominee	Sweeney Todd	andy-jones-493513
2023	Best Revival of a Musical	Jujamcyn Theaters (Jordan Roth: President; Rocco Landesman: President Emeritus; Paul Libin: Executive Vice President Emeritus; Jack Viertel: Senior Vice President Emeritus)	Nominee	Into the Woods	jujamcyn-theaters-jordan-roth-president-rocco-landesman-president-emeritus-paul-libin-executive-vice-president-emeritus-jack-viertel-senior-vice-president-emeritus-533366
2023	Best Revival of a Musical	Jordan Roth	Nominee	Into the Woods	jordan-roth-75687
2023	Best Revival of a Musical	New York City Center (Arlene Shuler, President & CEO, Mark Litvin, Managing Director)	Nominee	Into the Woods	new-york-city-center-arlene-shuler-president-ceo-mark-litvin-managing-director-513298
2023	Best Revival of a Musical	Daryl Roth	Nominee	Into the Woods	daryl-roth-21571
2023	Best Revival of a Musical	Hunter Arnold	Nominee	Into the Woods	hunter-arnold-490661
2023	Best Revival of a Musical	Concord Theatricals	Nominee	Into the Woods	concord-theatricals-521964
2023	Best Revival of a Musical	Nicole Eisenberg	Nominee	Into the Woods	nicole-eisenberg-514617
2023	Best Revival of a Musical	Jessica R. Jenen	Nominee	Into the Woods	jessica-r-jenen-478402
2023	Best Revival of a Musical	Michael Cassel Group	Nominee	Into the Woods	michael-cassel-group-519131
2023	Best Revival of a Musical	Kevin Ryan	Nominee	Into the Woods	kevin-ryan-535522
2023	Best Revival of a Musical	ShowTown Productions	Nominee	Into the Woods	showtown-productions-534784
2023	Best Revival of a Musical	Armstrong, Gold & Ross	Nominee	Into the Woods	armstrong-gold-ross-534785
2023	Best Revival of a Musical	Nicole Kastrinos	Nominee	Into the Woods	nicole-kastrinos-459937
2023	Best Revival of a Musical	Lincoln Center Theater (André Bishop: Producing Artistic Director; Adam Siegel: Managing Director; Naomi Grabel, Executive Director of Development and Planning)	Nominee	Camelot	lincoln-center-theater-andr-bishop-producing-artistic-director-adam-siegel-managing-director-naomi-grabel-executive-director-of-development-and-planning-536740
2023	Best Performance by an Actor in a Leading Role in a Play	Sean Hayes	Winner	Good Night, Oscar	sean-hayes-485291
2023	Best Performance by an Actor in a Leading Role in a Play	Stephen McKinley Henderson	Nominee	Between Riverside and Crazy	stephen-mckinley-henderson-82400
2023	Best Performance by an Actor in a Leading Role in a Play	Wendell Pierce	Nominee	Death of a Salesman	wendell-pierce-85308
2023	Best Performance by an Actor in a Leading Role in a Play	Yahya Abdul-Mateen II	Nominee	Topdog / Underdog	yahya-abdul-mateen-ii-534860
2023	Best Performance by an Actor in a Leading Role in a Play	Corey Hawkins	Nominee	Topdog / Underdog	corey-hawkins-494991
2023	Best Performance by an Actress in a Leading Role in a Play	Jodie Comer	Winner	Prima Facie	jodie-comer-535845
2023	Best Performance by an Actress in a Leading Role in a Play	Jessica Chastain	Nominee	A Doll's House	jessica-chastain-493116
2023	Best Performance by an Actress in a Leading Role in a Play	Audra McDonald	Nominee	Ohio State Murders	audra-mcdonald-52250
2023	Best Performance by an Actress in a Leading Role in a Play	Jessica Hecht	Nominee	Summer, 1976	jessica-hecht-44729
2023	Best Performance by an Actor in a Leading Role in a Musical	J. Harrison Ghee	Winner	Some Like It Hot	j-harrison-ghee-499461
2023	Best Performance by an Actor in a Leading Role in a Musical	Brian d'Arcy James	Nominee	Into the Woods	brian-darcy-james-46780
2023	Best Performance by an Actor in a Leading Role in a Musical	Colton Ryan	Nominee	New York, New York	colton-ryan-511441
2023	Best Performance by an Actor in a Leading Role in a Musical	Ben Platt	Nominee	Parade	ben-platt-496024
2023	Best Performance by an Actor in a Leading Role in a Musical	Christian Borle	Nominee	Some Like It Hot	christian-borle-76169
2023	Best Performance by an Actor in a Leading Role in a Musical	Josh Groban	Nominee	Sweeney Todd	josh-groban-109519
2023	Best Performance by an Actress in a Leading Role in a Musical	Victoria Clark	Winner	Kimberly Akimbo	victoria-clark-71299
2023	Best Performance by an Actress in a Leading Role in a Musical	Lorna Courtney	Nominee	& Juliet	lorna-courtney-522970
2023	Best Performance by an Actress in a Leading Role in a Musical	Sara Bareilles	Nominee	Into the Woods	sara-bareilles-502865
2023	Best Performance by an Actress in a Leading Role in a Musical	Micaela Diamond	Nominee	Parade	micaela-diamond-518462
2023	Best Performance by an Actress in a Leading Role in a Musical	Annaleigh Ashford	Nominee	Sweeney Todd	annaleigh-ashford-453747
2023	Best Performance by an Actor in a Featured Role in a Play	Brandon Uranowitz	Winner	Leopoldstadt	brandon-uranowitz-489617
2023	Best Performance by an Actor in a Featured Role in a Play	Arian Moayed	Nominee	A Doll's House	arian-moayed-478808
2023	Best Performance by an Actor in a Featured Role in a Play	Jordan E. Cooper	Nominee	Ain't No Mo'	jordan-e-cooper-535035
2023	Best Performance by an Actor in a Featured Role in a Play	David Zayas	Nominee	Cost of Living	david-zayas-115801
2023	Best Performance by an Actor in a Featured Role in a Play	Samuel L. Jackson	Nominee	The Piano Lesson	samuel-l-jackson-416341
2023	Best Performance by an Actress in a Featured Role in a Play	Miriam Silverman	Winner	The Sign in Sidney Brustein's Window	miriam-silverman-494725
2023	Best Performance by an Actress in a Featured Role in a Play	Crystal Lucas-Perry	Nominee	Ain't No Mo'	crystal-lucas-perry-535175
2023	Best Performance by an Actress in a Featured Role in a Play	Katy Sullivan	Nominee	Cost of Living	katy-sullivan-518617
2023	Best Performance by an Actress in a Featured Role in a Play	Kara Young	Nominee	Cost of Living	kara-young-532017
2023	Best Performance by an Actress in a Featured Role in a Play	Nikki Crawford	Nominee	Fat Ham	nikki-crawford-536486
2023	Best Performance by an Actor in a Featured Role in a Musical	Alex Newell	Winner	Shucked	alex-newell-515478
2023	Best Performance by an Actor in a Featured Role in a Musical	Jordan Donica	Nominee	Camelot	jordan-donica-507998
2023	Best Performance by an Actor in a Featured Role in a Musical	Justin Cooley	Nominee	Kimberly Akimbo	justin-cooley-534675
2023	Best Performance by an Actor in a Featured Role in a Musical	Kevin Cahoon	Nominee	Shucked	kevin-cahoon-70776
2023	Best Performance by an Actor in a Featured Role in a Musical	Kevin Del Aguila	Nominee	Some Like It Hot	kevin-del-aguila-406002
2023	Best Performance by an Actress in a Featured Role in a Musical	Bonnie Milligan	Winner	Kimberly Akimbo	bonnie-milligan-499470
2023	Best Performance by an Actress in a Featured Role in a Musical	Betsy Wolfe	Nominee	& Juliet	betsy-wolfe-415311
